720,36,Tính ∫1^2 (1/x) dx,ln2,2-Jan,1,2,A
819,41,Từ nào có nghĩa trái ngược với “sạch”?,bẩn,đẹp,to,xinh,A
820,41,"Trong câu “Trời nắng gắt”, từ nào chỉ đặc điểm?",Trời,nắng,gắt,cả câu,C
821,42,Từ nào chỉ trái cây?,chuối,cây,bút,vở,A
822,42,"Trong câu “Mèo con ngủ ngon”, từ nào chỉ hoạt động?",Mèo,con,ngủ,ngon,C
823,42,"Trong các từ sau, từ nào có vần “ươu”?",lượu,cây,bàn,cá,A
824,42,Từ nào có nghĩa giống với “cố gắng”?,nỗ lực,chán,nản,dễ,A
825,42,"Trong câu “Bạn nhỏ hát hay”, từ nào chỉ đặc điểm?",Bạn,nhỏ,hát,hay,D
826,42,Từ nào chỉ con vật?,cá,bút,bàn,vở,A
827,42,"Trong câu “Trường em rất đẹp”, từ nào chỉ sự vật?",Trường,em,đẹp,cả câu,A
828,42,Từ nào có thanh sắc?,cá,bà,mẹ,cha,A
829,42,"Trong câu “Bé quét nhà sạch”, từ nào chỉ hoạt động?",Bé,quét,nhà,sạch,B
830,42,"Trong các từ sau, từ nào chỉ màu?",xanh,cá,chó,bút,A
831,42,"Trong câu “Cô giáo hiền lành”, từ nào chỉ đặc điểm?",Cô,giáo,hiền lành,cả câu,C
832,42,Từ nào có nghĩa trái ngược với “buồn”?,vui,xấu,già,cao,A
833,42,"Trong câu “Con vịt bơi nhanh”, từ nào chỉ con vật?",Con,vịt,bơi,nhanh,B
834,42,Từ nào là từ láy?,long lanh,cây,bàn,cá,A
835,42,"Trong câu “Bạn em học giỏi”, từ nào chỉ đặc điểm?",Bạn,em,học,giỏi,D
836,42,"Trong các từ sau, từ nào có thanh hỏi?",mỏi,ba,bà,cha,A
837,42,"Trong câu “Mặt trời mọc”, từ nào chỉ sự vật?",Mặt,trời,mọc,cả câu,B
838,42,Từ nào chỉ đồ dùng học tập?,vở,mèo,cây,cá,A
839,42,"Trong câu “Chim bay cao”, từ nào chỉ hoạt động?",Chim,bay,cao,cả câu,B
840,42,Từ nào có nghĩa trái ngược với “vui”?,buồn,đẹp,to,cao,A
841,43,"Trong câu “Ông bà yêu thương em”, từ nào chỉ hoạt động?",Ông,bà,yêu thương,em,C
842,43,"Trong câu “Bé đang đọc truyện”, từ nào chỉ hoạt động?",Bé,đang,đọc,truyện,C
843,43,Từ nào có nghĩa trái ngược với “cao”?,thấp,to,dài,nhỏ,A
844,43,"Trong câu “Con chó sủa gâu gâu”, từ nào chỉ con vật?",Con,chó,sủa,gâu,B
845,43,Từ nào là từ láy?,long lanh,hoa,học,cây,A
846,43,"Trong câu “Bác nông dân cày ruộng”, từ nào chỉ người?",Bác,nông,dân,cày,C
847,43,Từ nào có nghĩa giống với “xinh đẹp”?,đẹp,nghèo,bẩn,xấu,A
848,43,Dấu nào dùng để ngăn cách các bộ phận trong câu?,.,",",?,!,B
849,43,"Trong câu “Chim hót líu lo”, từ nào chỉ hoạt động?",Chim,hót,líu lo,cả câu,B
850,43,Từ nào chỉ màu sắc?,đỏ,cái bàn,cái ghế,con mèo,A
851,43,"Trong câu “Lan vẽ bức tranh đẹp”, từ nào chỉ sự vật?",Lan,vẽ,bức tranh,đẹp,C
852,43,Từ nào có nghĩa trái ngược với “trẻ”?,già,xinh,to,cao,A
853,43,"Trong câu “Bạn nhỏ chơi nhảy dây”, từ nào chỉ hoạt động?",Bạn,nhỏ,chơi,nhảy,C
854,43,Từ nào có nghĩa giống với “thông minh”?,khôn ngoan,ngu ngốc,ngốc nghếch,xấu,A
855,43,"Trong câu “Cô giáo hiền hậu”, từ nào chỉ đặc điểm?",Cô,giáo,hiền hậu,cả câu,C
856,43,Từ nào có vần “iêu”?,tiêu,tàu,tom,tem,A
857,43,"Trong câu “Bé bơi giỏi”, từ nào chỉ hoạt động?",Bé,bơi,giỏi,cả câu,B
858,43,Từ nào chỉ đồ vật?,cái bút,cái ăn,cái ngủ,con gà,A
859,43,"Trong câu “Trời mưa to”, từ nào chỉ đặc điểm?",Trời,mưa,to,cả câu,C
860,43,Từ nào có nghĩa trái ngược với “sạch”?,bẩn,đẹp,to,xinh,A
861,44,"Trong câu “Mẹ mua xoài”, từ nào chỉ người?",Mẹ,mua,xoài,cả câu,A
862,44,Từ nào là từ láy?,lấp lánh,mèo,bàn,vở,A
863,44,"Trong câu “Ông bà thương cháu”, từ nào chỉ tình cảm?",Ông,bà,thương,cháu,C
864,44,Từ nào có nghĩa giống với “cố gắng”?,nỗ lực,chán nản,buông bỏ,mệt,A
865,44,"Trong câu “Hoa nở rực rỡ”, từ nào chỉ đặc điểm?",Hoa,nở,rực rỡ,cả câu,C
866,44,Từ nào có vần “ươn”?,lươn,cá,bàn,cây,A
867,44,"Trong câu “Bạn em học giỏi”, từ nào chỉ người?",Bạn,em,học,giỏi,A
868,44,Từ nào có nghĩa trái ngược với “vui”?,buồn,đẹp,to,cao,A
869,44,"Trong câu “Chim bay cao”, từ nào chỉ hoạt động?",Chim,bay,cao,cả câu,B
870,44,Từ nào chỉ con vật?,chó,bút,bàn,vở,A
871,44,"Trong câu “Trường em sạch đẹp”, từ nào chỉ sự vật?",Trường,em,sạch,đẹp,A
872,44,Từ nào có nghĩa trái ngược với “ngắn”?,dài,cao,to,đẹp,A
873,44,"Trong câu “Cô giáo giảng bài”, từ nào chỉ hoạt động?",Cô,giáo,giảng,bài,C
874,44,Từ nào chỉ đồ dùng học tập?,cái thước,con cá,con gà,bông hoa,A
875,44,"Trong câu “Bé hát hay”, từ nào chỉ đặc điểm?",Bé,hát,hay,cả câu,C
876,44,Từ nào là từ láy?,xanh xao,con mèo,cái bàn,cái cây,A
877,44,"Trong câu “Ông nội đọc báo”, từ nào chỉ người?",Ông,nội,đọc,báo,B
878,44,Từ nào có nghĩa trái ngược với “nóng”?,lạnh,ấm,nực,rực,A
879,44,"Trong câu “Hoa thơm ngát”, từ nào chỉ đặc điểm?",Hoa,thơm,ngát,cả câu,C
880,44,Từ nào chỉ trái cây?,chuối,con mèo,cái bàn,cái ghế,A
881,45,"Trong câu “Bạn Nam chạy nhanh”, từ nào chỉ hoạt động?",Bạn,Nam,chạy,nhanh,C
882,45,Từ nào có nghĩa trái ngược với “mạnh”?,yếu,nhỏ,già,non,A
883,45,"Trong câu “Bé quét nhà”, từ nào chỉ hoạt động?",Bé,quét,nhà,cả câu,B
884,45,Từ nào chỉ màu sắc?,xanh,vở,bút,mèo,A
885,45,"Trong câu “Ông bà kể chuyện”, từ nào chỉ hoạt động?",Ông,bà,kể,chuyện,C
886,45,Từ nào có nghĩa trái ngược với “hiền”?,dữ,xinh,đẹp,ngoan,A
887,45,"Trong câu “Lan và Hoa học bài”, có mấy người?",1,2,3,4,B
888,45,Từ nào chỉ đồ vật?,cái ghế,con vịt,con mèo,hoa,A
889,45,"Trong câu “Mèo kêu meo meo”, từ nào chỉ hoạt động?",Mèo,kêu,meo,meo,B
890,45,Từ nào có nghĩa trái ngược với “to”?,nhỏ,dài,ngắn,cao,A
891,45,"Trong câu “Bé ăn cơm”, từ nào chỉ sự vật?",Bé,ăn,cơm,cả câu,C
892,45,Từ nào chỉ loài cây?,cây xoài,con mèo,cái bàn,con cá,A
893,45,"Trong câu “Ông lái xe”, từ nào chỉ hoạt động?",Ông,lái,xe,cả câu,B
894,45,Từ nào có nghĩa trái ngược với “sáng”?,tối,xanh,đen,đỏ,A
895,45,"Trong câu “Trường làng em đẹp”, từ nào chỉ sự vật?",Trường,làng,em,đẹp,A
896,45,Từ nào có nghĩa trái ngược với “buồn”?,vui,xấu,già,cao,A
897,45,"Trong câu “Con cá bơi nhanh”, từ nào chỉ hoạt động?",Con,cá,bơi,nhanh,C
898,45,Từ nào có vần “ang”?,vàng,mèo,cá,lá,A
899,45,"Trong câu “Bạn nhỏ vẽ tranh”, từ nào chỉ hoạt động?",Bạn,nhỏ,vẽ,tranh,C
900,45,Từ nào chỉ đồ dùng học tập?,vở,cái mèo,cái ghế,cái gà,A
901,46,"Trong câu “Chim én bay”, từ nào chỉ con vật?",Chim,én,bay,cả câu,B
902,46,Từ nào có nghĩa trái ngược với “ngọt”?,đắng,cay,chua,mặn,A
903,46,"Trong câu “Mặt trời mọc”, từ nào chỉ sự vật?",Mặt,trời,mọc,cả câu,B
904,46,Từ nào có nghĩa giống với “khỏe mạnh”?,cường tráng,yếu,ốm,gầy,A
905,46,"Trong câu “Bác Hồ rất vĩ đại”, từ nào chỉ đặc điểm?",Bác,Hồ,vĩ đại,rất,C
906,46,Từ nào đồng nghĩa với “can đảm”?,dũng cảm,sợ hãi,nhút nhát,yếu đuối,A
907,46,"Trong câu “Chim én báo hiệu mùa xuân”, từ nào chỉ sự vật?",Chim,én,báo hiệu,mùa xuân,D
908,46,Dấu nào dùng để kết thúc câu kể?,.,?,!,",",A
909,46,"Trong câu “Trăng sáng trên cao”, từ nào chỉ sự vật?",Trăng,sáng,trên,cao,A
910,46,Từ nào trái nghĩa với “chăm chỉ”?,lười biếng,vui vẻ,nhanh,chậm,A
911,46,"Trong câu “Dòng sông uốn lượn quanh làng”, từ nào chỉ hoạt động?",Dòng,sông,uốn lượn,quanh,C
912,46,Từ nào đồng nghĩa với “giúp đỡ”?,hỗ trợ,ghét,bỏ rơi,xua đuổi,A
913,46,"Trong câu “Hoa sen tỏa hương thơm”, từ nào chỉ đặc điểm?",Hoa,sen,tỏa,hương thơm,D
914,46,Từ nào có nghĩa trái ngược với “hòa bình”?,chiến tranh,bạn bè,yêu thương,hiền lành,A
915,46,"Trong câu “Bạn Nam chăm học”, từ nào chỉ người?",Bạn,Nam,chăm,học,B
916,46,Từ nào đồng nghĩa với “xinh đẹp”?,đẹp đẽ,già,xấu,ốm,A
917,46,"Trong câu “Chim hót líu lo”, từ nào chỉ hoạt động?",Chim,hót,líu lo,cả câu,B
918,46,Từ nào trái nghĩa với “cao”?,thấp,ngắn,nhỏ,nhẹ,A
919,46,"Trong câu “Cánh đồng lúa chín vàng”, từ nào chỉ sự vật?",Cánh đồng,lúa,chín,vàng,B
920,46,Từ nào đồng nghĩa với “thật thà”?,trung thực,dối trá,giả dối,lừa,A
921,47,"Trong câu “Mặt trời mọc ở phương Đông”, từ nào chỉ sự vật?",Mặt trời,mọc,phương Đông,cả câu,A
922,47,Từ nào trái nghĩa với “thông minh”?,ngu ngốc,khôn ngoan,giỏi,lanh lợi,A
923,47,"Trong câu “Bác nông dân cày ruộng”, từ nào chỉ hoạt động?",Bác,nông,dân,cày,D
924,47,Từ nào đồng nghĩa với “hạnh phúc”?,vui sướng,khổ đau,buồn bã,lo âu,A
925,47,"Trong câu “Bé chăm sóc cây xanh”, từ nào chỉ hoạt động?",Bé,chăm sóc,cây,xanh,B
926,47,Từ nào trái nghĩa với “sạch sẽ”?,bẩn,buồn,xấu,đen,A
927,47,"Trong câu “Hoa mai nở rực rỡ”, từ nào chỉ đặc điểm?",Hoa,mai,nở,rực rỡ,D
928,47,Từ nào đồng nghĩa với “chăm chỉ”?,cần cù,lười nhác,nhút nhát,yếu đuối,A
929,47,"Trong câu “Con mèo bắt chuột”, từ nào chỉ hoạt động?",Con,mèo,bắt,chuột,C
930,47,Từ nào trái nghĩa với “yên tĩnh”?,ồn ào,bình yên,êm đềm,hiền hòa,A
931,47,"Trong câu “Lan đọc truyện tranh”, từ nào chỉ hoạt động?",Lan,đọc,truyện,tranh,B
932,47,Từ nào đồng nghĩa với “giàu có”?,phú quý,nghèo,khó,khổ sở,A
933,47,"Trong câu “Dòng suối chảy róc rách”, từ nào chỉ hoạt động?",Dòng,suối,chảy,róc rách,C
934,47,Từ nào trái nghĩa với “vui vẻ”?,buồn bã,cười,hớn hở,tươi cười,A
935,47,"Trong câu “Trường học khang trang”, từ nào chỉ sự vật?",Trường,học,khang,trang,B
936,47,Từ nào đồng nghĩa với “hiếu thảo”?,kính yêu,phụ bạc,ngỗ ngược,vô lễ,A
937,47,"Trong câu “Ngọn gió thổi mát lành”, từ nào chỉ hoạt động?",Ngọn,gió,thổi,mát lành,C
938,47,Từ nào trái nghĩa với “mạnh mẽ”?,yếu ớt,bạo,dữ,cứng,A
939,47,"Trong câu “Hoa hồng đỏ thắm”, từ nào chỉ đặc điểm?",Hoa,hồng,đỏ,thắm,C
940,47,Từ nào đồng nghĩa với “đoàn kết”?,thống nhất,chia rẽ,mâu thuẫn,ly tán,A
941,48,"Trong câu “Con chó sủa gâu gâu”, từ nào chỉ hoạt động?",Con,chó,sủa,gâu,B
942,48,Từ nào trái nghĩa với “to lớn”?,nhỏ bé,khổng lồ,vĩ đại,cao,A
943,48,"Trong câu “Trăng chiếu sáng làng quê”, từ nào chỉ hoạt động?",Trăng,chiếu,sáng,làng,B
944,48,Từ nào đồng nghĩa với “vui vẻ”?,hớn hở,buồn,tối,khóc,A
945,48,"Trong câu “Bạn nhỏ đá bóng”, từ nào chỉ hoạt động?",Bạn,nhỏ,đá,bóng,C
946,48,Từ nào trái nghĩa với “già”?,trẻ,nhỏ,lớn,cao,A
947,48,"Trong câu “Cây phượng nở hoa đỏ rực”, từ nào chỉ đặc điểm?",Cây,phượng,nở,đỏ rực,D
948,48,Từ nào đồng nghĩa với “nghĩa tình”?,thủy chung,vô ơn,phản bội,vô tâm,A
949,48,"Trong câu “Ông bà kể chuyện cổ tích”, từ nào chỉ hoạt động?",Ông,bà,kể,chuyện,C
950,48,Từ nào trái nghĩa với “hiền lành”?,dữ dằn,ngoan,nhẹ nhàng,tốt bụng,A
951,48,"Trong câu “Con trâu kéo cày”, từ nào chỉ hoạt động?",Con,trâu,kéo,cày,C
952,48,Từ nào đồng nghĩa với “đẹp”?,xinh,xấu,tồi,tệ,A
953,48,"Trong câu “Mặt trăng tròn sáng”, từ nào chỉ đặc điểm?",Mặt,trăng,tròn,sáng,C
954,48,Từ nào trái nghĩa với “cao thượng”?,ích kỷ,bao dung,nhân hậu,hy sinh,A
955,48,"Trong câu “Chim sẻ hót líu lo”, từ nào chỉ hoạt động?",Chim,sẻ,hót,líu lo,C
956,48,Từ nào đồng nghĩa với “mạnh mẽ”?,khỏe,ốm,yếu,gầy,A
957,48,"Trong câu “Ngọn núi cao vời vợi”, từ nào chỉ đặc điểm?",Ngọn,núi,cao,vời vợi,C
958,48,Từ nào trái nghĩa với “ngắn”?,dài,cao,to,lớn,A
959,48,"Trong câu “Mặt trời mọc rực rỡ”, từ nào chỉ hoạt động?",Mặt,trời,mọc,rực rỡ,B
960,48,Từ nào đồng nghĩa với “trung thực”?,thật thà,giả dối,lừa dối,gian trá,A
961,49,"Trong câu “Bông hoa nở tươi đẹp”, từ nào chỉ đặc điểm?",Bông,hoa,nở,tươi đẹp,D
962,49,Từ nào trái nghĩa với “nhanh”?,chậm,to,nhỏ,già,A
963,49,"Trong câu “Người lính bảo vệ Tổ quốc”, từ nào chỉ người?",Người,lính,bảo vệ,Tổ quốc,B
964,49,Từ nào đồng nghĩa với “yêu thương”?,trân trọng,ghét,khinh,bỏ,A
965,49,"Trong câu “Cô giáo giảng bài”, từ nào chỉ hoạt động?",Cô,giáo,giảng,bài,C
966,49,Từ nào trái nghĩa với “thật thà”?,gian dối,trung thực,hiền lành,ngoan,A
967,49,"Trong câu “Nguyễn Du là đại thi hào dân tộc”, từ nào chỉ người?",Nguyễn Du,là,đại thi hào,dân tộc,A
968,49,Từ nào đồng nghĩa với “trung thực”?,thật thà,giả dối,xảo trá,lừa dối,A
969,49,"Trong câu “Bầu trời xanh thẳm”, từ nào chỉ đặc điểm?",Bầu,trời,xanh,thẳm,C
970,49,Từ nào trái nghĩa với “hòa bình”?,chiến tranh,yêu thương,đoàn kết,giúp đỡ,A
971,49,"Trong câu “Mẹ đang nấu cơm”, từ nào chỉ hoạt động?",Mẹ,đang,nấu,cơm,C
972,49,Từ nào đồng nghĩa với “giúp đỡ”?,hỗ trợ,bỏ mặc,ghét,buông bỏ,A
973,49,"Trong câu “Hoa sen thơm ngát”, từ nào chỉ đặc điểm?",Hoa,sen,thơm,ngát,C
974,49,Từ nào trái nghĩa với “chăm chỉ”?,lười biếng,nhanh lẹ,vui vẻ,giỏi giang,A
975,49,"Trong câu “Con trâu đi cày”, từ nào chỉ hoạt động?",Con,trâu,đi,cày,C
976,49,Từ nào đồng nghĩa với “hiếu thảo”?,kính yêu,ngỗ nghịch,vô tâm,bất hiếu,A
977,49,"Trong câu “Trẻ em là búp trên cành”, từ nào chỉ người?",Trẻ,em,búp,cành,A
978,49,Từ nào trái nghĩa với “thật thà”?,gian dối,trung thực,ngây thơ,hiền lành,A
979,49,"Trong câu “Dòng sông chảy hiền hòa”, từ nào chỉ hoạt động?",Dòng,sông,chảy,hiền hòa,C
980,49,Từ nào đồng nghĩa với “mạnh mẽ”?,khỏe khoắn,yếu ớt,ốm yếu,gầy gò,A
981,50,"Trong câu “Ngôi sao sáng lấp lánh”, từ nào chỉ đặc điểm?",Ngôi,sao,sáng,lấp lánh,C
982,50,Từ nào trái nghĩa với “giàu có”?,nghèo,khó,túng thiếu,cả 3,A
983,50,"Trong câu “Lan đọc sách”, từ nào chỉ hoạt động?",Lan,đọc,sách,cả câu,B
984,50,Từ nào đồng nghĩa với “đẹp”?,xinh,xấu,dở,tồi,A
985,50,"Trong câu “Tiếng chim hót vang trời”, từ nào chỉ hoạt động?",Tiếng,chim,hót,vang trời,C
986,50,Từ nào trái nghĩa với “cao”?,thấp,ngắn,lùn,nhỏ,A
987,50,"Trong câu “Mùa thu lá vàng rơi”, từ nào chỉ hoạt động?",Mùa,thu,lá,rơi,D
988,50,Từ nào đồng nghĩa với “buồn bã”?,phiền muộn,vui vẻ,hạnh phúc,sung sướng,A
989,50,"Trong câu “Mặt trời mọc ở phương Đông”, từ nào chỉ hoạt động?",Mặt,trời,mọc,phương Đông,C
990,50,Từ nào trái nghĩa với “yên tĩnh”?,ồn ào,náo nhiệt,xôn xao,cả 3,D
991,50,"Trong câu “Học sinh chăm chỉ học tập”, từ nào chỉ đặc điểm?",Học sinh,chăm chỉ,học,tập,B
992,50,Từ nào đồng nghĩa với “già”?,lớn tuổi,trẻ,nhỏ,bé,A
993,50,"Trong câu “Trăng sáng soi đường”, từ nào chỉ hoạt động?",Trăng,sáng,soi,đường,C
